HolderAddress,amount
0xea83793134224168a79c68bec4a1fdc0e0c7447a,250637
0x467f86ae68bb204720b7fc783d3bf5b5b1f0839a,250637
0x8acfbd922faeeccecf6a82492a48957d8fe9e5a0,250637
0x31bc74806e7d7ab8571d94b2dafa5d6734a6d1e9,250637
0xbca2ab8b72ac6325ab3902b63003512cddfef4ee,250637
0x36118f6a4225e3dbc4d40abc00e0d6ac095040a0,250637
0xf52dec459f7736b38d6df2b012bb841f6047c5ae,250637
0x8826c9172ab70479c95942d33bc15e827b2897db,250637
0x0817ce88ced8eafcfd2e7d0a91417a8c22bb8d9b,250637
0x28b8d4f7516a112e2e2fd462293a1c27cde327a7,250637
0xa20416801ac2eacf2372e825b4a90ef52490c2bb,250637
0x3e3d08e3b895d0011054cc520c302cd4c1c264c2,250637
0xde3ee5a666f65e3ea89d5cb9ed1c7c605b82bbea,250637
0xe4516477adacc6682cf18069475f676a5b5667f9,250637
0xad36a77d9a10fa7ac41bcd25abfcb8b4ad24cb7f,250637
0xa7564fe6b182109f03af2d6d95c85abbe7ecb571,250637
0x6523afee117c760417d38e3c3d16397a7df6a4c7,250637
0x08d6f4bb3a1a64cd755ae68fad6057723dc60f93,250637
0xe3786bf25e15013fdda09dbe881529d44b9ca239,250637
0xdecd4b961b1984c44afbadbe2844777a627572aa,250637
0x79bf8fe8f0c6986b447a9394852072542972ce9c,250637
0x41b9faeed6caff639d1da708a9899821b950aeed,250637
0xdbf5e9c5206d0db70a90108bf936da60221dc080,250637
0xe3a66715db473c32fd8e6bfc19889923d35e2bfd,250637
0x4dcd1b2de4f2a18dc55e8e182e92dbd391e5211f,250637
0x52e27c5e885c1ba05d5f8c9d6af7cea404f277f6,250637
0x5fd869aa5ec2d99c0bac27328c36b9a376dfbee2,250637
0xf205d9c2b39190dc73dffc4dc7a2560069d41e9d,250637
0xd6a75b427b73a7afa65cade2445185b44fb7be98,250637
0x87422d6a1b319cfe044a61e6ca90f9f043674eba,250637
0xdeb2523189bb09212c8ce1f14f6255fc65989761,250637
0x284b4d2b39c49ec987aa5129c2145711363181c7,250637
0xab06011a5cd31ec0a566060159f9359aeded04b5,250637
0x1eff3dd78f4a14abfa9fa66579bd3ce9e1b30529,250637
0x2ca9990d91a78703d0c1feb05a826757ba025cae,250637
0x8fb47cfda6bbc63c401bb6254738f522530ab4e4,250637
0x6ca7a9f6c472071bd500e8a3ce62d5b3a7f8bb73,250637
0x7aca1721c00671ea421ebeb772ef1d850f0e47d9,250637
0x1af331dc34dd7c5c62af28b5685328318b61888a,250637
0x89623fba59e54c9863346b4d27f0f86369da11e5,250637
0xfde4013a60e79633c3395578c0b8a79ec397888f,250637
0xb7802764002a0b15ff89300bbdf0de80a50c5d9b,250637
0x35267fa7083eb6b22104c1bbb2d25ff402b7072a,250637
0xd52fe58ef0abdcaf30f9ec14c5d378f0f38ba610,250637
0x18b0f4547a89fe4c5fe84f258bea3601fa281e9f,250637
0x8e47879ca3a7295ebc2635711de44a0eba9aec8d,250637
0xc16599fe0185a57932804a712444d03dbd91f0ec,250637
0x078e88e465f2a430399e319d57543a7a76e97668,250637
0x733333e4d439eb0a94c85b37ee1a0189bca5d538,250637
0x7dccc79361b0227a85c2ff788ca240d31f2a78d0,250637
0xff379d92e7852170092dc6ceb1a857b89094639c,250637
0x62e7ba1b09022fbdf3b7d124659336a5a13f13fa,250637
0x06e50e3802cc7a8990fd7624db6216138375a709,250637
0x3c02290922a3618a4646e3bbca65853ea45fe7c6,250637
0xa47445f9170c17b64dee893463563fd3ee2b7fa9,250637
0x7b6b670b3a1fc5128ba291f30375f53ce2cdaebb,250637
0x66bf14665518cc70d1605805f61f298b26935ddb,250637
0x9da51024376a60ee499a1ceb9f47b0a29c7f3c77,250637
0x3d8fc1cffaa110f7a7f9f8bc237b73d54c4abf61,250637
0xf7af956737ee329456514d3624ca48b01bce72b5,250637
0x1a33b79427c2e4d3ab8a18fddc50b1c2785a895a,250637
0xb01d5db7a493c4b2ea8da710fe9261d546d7a1fa,250637
0xc5085f53fe9e547b68bae85e435fce23d246793e,250637
0x50740dd508c42b0f7485eb66a3af2dff51763cdf,250637
0xde60de765cc6ed3e7ba27ed03948fb89e8e96565,250637
0x46cfd1066141475e2e64b777a6c63370801b0453,250637
0x822ec855cc9f41b592622108e6f3565e976430c6,250637
0xe4fc45e9e7e6a28a7b5ab080c86f1e048eba72fa,250637
0xcbb26213b1b10969f9e86fdef4fd05f6f988e672,250637
0xc751a46787242df9e2c3902f80b3ebf0a22fa976,250637
0xc74f1ac58146e75bda060c12d7a8d26ee188374c,250637
0x8602c4ed64f83c3d8c5e80f3d80d0d24f1c50490,250637
0x1ab2be15a12437c0db4412ef2781a2f499964e6f,250637
0xa36d8079fec0eb1921731ae6214ba6c267fd9b82,250637
0x0a0b64d6af639956e2e3fc6d4cfe04df993f06ef,250637
0x705a7bb912f9659c2ebbe240fa25d9d6885b0bdd,250637
0x72c3c8b0cacdf6e36b39c9462a42756b2a294ccb,250637
0xa378b5c04682c16db271ca71d4ce999a941d39fc,250637
0x18e278e935f951b6ac017e84c48dac2609f1fd5e,250637
0x0bf676823f958d0ae6af9860880fc7a327a0c582,250637
0xef442040ed1eb7ead59297934d2995c317def6e5,250637
0x0aa989625dedaee97b1996edd964bbb1bf52184d,250637
0x6a3e98f964e93f183a9e5bb607dd9df75110d2ac,250637
0x38ee3cc5e6952e6293f98457b76b2d047e067832,250637
0x0e467a0288a439ba2678eb7d3b0b64b01e2bbbfc,250637
